depth,lambda,delta_lambda,tau_prime,conf_chm,density,k,h_profile,pareto_size,diversity,resonance_avg,pressure,epsilon_effect,target_local_weight,target_global_weight,local_global_distance,field_min_distance,field_rejected_count,mu,dhm_k,dhm_norm,dhm_resonance_mean,dhm_score_ratio,dhm_build_us,expanded_categories_count,selected_rules_count,per_category_selected,entropy_per_depth,unique_category_count_per_depth,pareto_front_size_per_depth,mean_nn_dist,pareto_spacing,pareto_hv_2d,field_extract_us,field_score_us,field_aggregate_us,field_total_us,norm_median_0,norm_median_1,norm_median_2,norm_median_3,norm_mad_0,norm_mad_1,norm_mad_2,norm_mad_3,median_nn_dist_all_depth,collapse_flag,normalization_mode,unique_norm_vec_count,norm_dim_mad_zero_count,mean_nn_dist_raw,mean_nn_dist_norm,pareto_spacing_raw,pareto_spacing_norm,distance_calls,nn_distance_calls,weak_dim_count,effective_dim_count,alpha_t,weak_contrib_ratio,collapse_proxy
1,0.495717257,-0.004282756,0.000000000,0.000000000,0.000000000,0,1.000000000,3,0.984736145,2.241950750,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,15,"ConstraintPropagation:2|Cost:1|Performance:1|Refactor:4|Reliability:3|Structural:4",1.656551123,6,3,357.889160156,619.882202148,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.060486812,0.500000000,0.996079981,0.000000000,0.007994711,0.000000000,0.000000000,105.865074158,"false",global_robust,3,3,2.371596336,357.889160156,4.107725143,619.882202148,27,12,2,3,0.050000001,0.090909094,0.000000000
2,0.491517872,-0.004199362,0.000000000,0.000000000,0.000000000,0,1.000000000,8,1.707838893,1.121959805,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,47,"ConstraintPropagation:6|Cost:3|Performance:3|Refactor:14|Reliability:9|Structural:12",1.639872432,6,8,118.112457275,334.072479248,0.288328648,0.000000000,0.000000000,0.000000000,0.000000000,0.862749994,0.052636936,0.558730960,0.996079981,0.014550000,0.052636936,0.351185650,0.000600000,105.865074158,"false",global_robust,8,0,0.177938983,118.112457275,0.503287435,334.072479248,252,112,0,4,0.050000001,0.000000000,0.000000000
3,0.487531245,-0.003986626,0.000000000,0.000000000,0.000000000,0,1.000000000,17,1.470955968,0.228190780,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,81,"ConstraintPropagation:8|Cost:5|Performance:5|Refactor:28|Reliability:15|Structural:20",1.597325206,6,17,135.194335938,309.014953613,0.856880784,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.000000000,0.846321225,0.996079981,0.014550000,0.000000000,0.153678775,0.000600000,105.865074158,"false",global_robust,17,1,0.999200344,135.194335938,2.462762117,309.014953613,1224,544,1,4,0.050000001,0.016393442,0.000000000
4,0.483688086,-0.003843184,0.000000000,0.000000000,0.000000000,0,1.000000000,11,5.585645676,0.477568239,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,80,"ConstraintPropagation:7|Cost:4|Performance:5|Refactor:28|Reliability:15|Structural:21",1.568636775,6,11,212.018814087,310.341979980,0.893343329,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.000000000,0.916373253,0.996079981,0.028650001,0.000000000,0.083626747,0.000680000,105.865074158,"false",global_robust,11,1,2.114203453,212.018814087,5.207077026,310.341979980,495,220,1,4,0.050000001,0.016393442,0.000000000
5,0.479919136,-0.003768948,0.000000000,0.000000000,0.000000000,0,1.000000000,8,0.463885695,1.829906225,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,77,"ConstraintPropagation:7|Cost:3|Performance:5|Refactor:28|Reliability:15|Structural:19",1.553789616,6,8,137.476867676,199.540771484,0.999999940,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.000000000,0.974570215,0.996119976,0.029999999,0.000000000,0.025429757,0.000720000,105.865074158,"false",global_robust,8,1,0.728422284,137.476867676,0.608214080,199.540771484,252,112,1,4,0.050000001,0.016393442,0.000000000
6,0.476108313,-0.003810826,0.000000000,0.000000000,0.000000000,0,1.000000000,6,0.838955879,1.778523803,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,62,"ConstraintPropagation:6|Cost:3|Performance:4|Refactor:24|Reliability:13|Structural:12",1.562165260,6,6,355.696472168,608.214904785,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.899971426,0.000000000,0.977268398,0.996079981,0.032142859,0.000000000,0.022731606,0.001120000,105.865074158,"false",global_robust,6,1,1.382695198,355.696472168,1.851689935,608.214904785,135,60,1,4,0.050000001,0.016393442,0.000000000
7,0.472234249,-0.003874048,0.000000000,0.000000000,0.000000000,0,1.000000000,7,1.402714729,1.708772302,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,72,"ConstraintPropagation:7|Cost:4|Performance:4|Refactor:26|Reliability:14|Structural:17",1.574809670,6,7,594.026489258,1306.423706055,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907750010,0.000000000,0.981850564,0.996079981,0.037749998,0.000000000,0.018149452,0.001200000,105.865074158,"false",global_robust,7,1,2.127620697,594.026489258,3.212876558,1306.423706055,189,84,1,4,0.050000001,0.016393442,0.000000000
8,0.468410313,-0.003823930,0.000000000,0.000000000,0.000000000,0,1.000000000,3,9.118486404,1.605589628,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,70,"ConstraintPropagation:6|Cost:4|Performance:4|Refactor:26|Reliability:14|Structural:16",1.564786077,6,3,1342.715454102,1492.231445312,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.911135733,0.000000000,0.989168465,0.995480001,0.034814287,0.000000000,0.010831532,0.001200000,105.865074158,"false",global_robust,3,1,6.174349308,1342.715454102,6.494044781,1492.231445312,27,12,1,4,0.050000001,0.016393442,0.000000000
9,0.464822829,-0.003587491,0.000000000,0.000000000,0.000000000,0,1.000000000,9,8.449999809,0.668111324,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,36,"ConstraintPropagation:2|Cost:2|Performance:2|Refactor:14|Reliability:8|Structural:8",1.517498136,6,9,217.577880859,352.846282959,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.915771425,0.000000000,0.986919403,0.995440006,0.038471427,0.000000000,0.013080576,0.001160000,105.865074158,"false",global_robust,9,1,1.138816714,217.577880859,1.148510218,352.846282959,324,144,1,4,0.050000001,0.016393442,0.000000000
10,0.461069405,-0.003753411,0.000000000,0.000000000,0.000000000,0,1.000000000,9,2.683604717,1.679265857,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,69,"ConstraintPropagation:5|Cost:4|Performance:4|Refactor:26|Reliability:14|Structural:16",1.550682187,6,9,148.399978638,225.743896484,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.932114303,0.000000000,0.981883407,0.995400012,0.026335714,0.000000000,0.018116591,0.001120000,105.865074158,"false",global_robust,9,1,0.552182853,148.399978638,0.860682905,225.743896484,324,144,1,4,0.050000001,0.016393442,0.000000000
11,0.457324058,-0.003745370,0.000000000,0.000000000,0.000000000,0,1.000000000,13,2.094678402,1.599449158,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,70,"ConstraintPropagation:5|Cost:4|Performance:4|Refactor:26|Reliability:14|Structural:17",1.549074054,6,13,93.006103516,181.458496094,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.932114303,0.000000000,0.981883407,0.995400012,0.026335714,0.000000000,0.018116591,0.001120000,105.865074158,"false",global_robust,13,1,0.583238006,93.006103516,0.786002040,181.458496094,702,312,1,4,0.050000001,0.016393442,0.000000000
