depth,lambda,delta_lambda,tau_prime,conf_chm,density,k,h_profile,pareto_size,diversity,resonance_avg,pressure,epsilon_effect,target_local_weight,target_global_weight,local_global_distance,field_min_distance,field_rejected_count,mu,dhm_k,dhm_norm,dhm_resonance_mean,dhm_score_ratio,dhm_build_us,expanded_categories_count,selected_rules_count,per_category_selected,entropy_per_depth,unique_category_count_per_depth,pareto_front_size_per_depth,mean_nn_dist,pareto_spacing,pareto_hv_2d,field_extract_us,field_score_us,field_aggregate_us,field_total_us,norm_median_0,norm_median_1,norm_median_2,norm_median_3,norm_mad_0,norm_mad_1,norm_mad_2,norm_mad_3,median_nn_dist_all_depth,collapse_flag,normalization_mode,unique_norm_vec_count,norm_dim_mad_zero_count,mean_nn_dist_raw,mean_nn_dist_norm,pareto_spacing_raw,pareto_spacing_norm,distance_calls,nn_distance_calls,weak_dim_count,effective_dim_count,alpha_t,weak_contrib_ratio,collapse_proxy
1,0.495717257,-0.004282756,0.000000000,0.000000000,0.000000000,0,1.000000000,3,0.314166099,0.597455502,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,15,"ConstraintPropagation:2|Cost:1|Performance:1|Refactor:4|Reliability:3|Structural:4",1.656551123,6,3,254.679855347,441.118438721,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.090205826,0.500000000,0.996079981,0.000000000,0.018412635,0.000000000,0.000000000,66.332160950,"false",global_robust,3,3,1.212073326,254.679855347,2.099372625,441.118438721,27,12,2,3,0.050000001,0.090909094,0.000000000
2,0.491517872,-0.004199362,0.000000000,0.000000000,0.000000000,0,1.000000000,8,1.241499186,2.137755394,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,47,"ConstraintPropagation:6|Cost:3|Performance:3|Refactor:14|Reliability:9|Structural:12",1.639872432,6,8,0.546602428,1.012109160,0.788328528,0.000000000,0.000000000,0.000000000,0.000000000,0.862749994,0.057262853,0.598159313,0.996079981,0.014550000,0.047048159,0.350541025,0.000600000,66.332160950,"true",global_robust,8,0,0.351657212,0.546602428,0.651142657,1.012109160,252,112,0,4,0.050000001,0.000000000,0.000000000
3,0.487531245,-0.003986626,0.000000000,0.000000000,0.000000000,0,1.000000000,18,0.540172219,0.837100327,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,81,"ConstraintPropagation:8|Cost:5|Performance:5|Refactor:28|Reliability:15|Structural:20",1.597325206,6,18,96.823066711,278.683624268,0.841597080,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.000000000,0.894381583,0.996079981,0.014550000,0.000000000,0.105618440,0.000600000,66.332160950,"false",global_robust,18,1,0.651609063,96.823066711,1.566452622,278.683624268,1377,612,1,4,0.050000001,0.016393442,0.000000000
4,0.483688086,-0.003843184,0.000000000,0.000000000,0.000000000,0,1.000000000,12,3.399812460,1.488843203,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,80,"ConstraintPropagation:7|Cost:4|Performance:5|Refactor:28|Reliability:15|Structural:21",1.568636775,6,12,202.073211670,254.719726562,0.878392696,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.000000000,0.898506105,0.996079981,0.022671429,0.000000000,0.101493895,0.000680000,66.332160950,"false",global_robust,12,1,1.694823623,202.073211670,4.066041470,254.719726562,594,264,1,4,0.050000001,0.016393442,0.000000000
5,0.479919136,-0.003768948,0.000000000,0.000000000,0.000000000,0,1.000000000,8,0.168314353,1.912010908,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,77,"ConstraintPropagation:7|Cost:3|Performance:5|Refactor:28|Reliability:15|Structural:19",1.553789616,6,8,164.794662476,160.249404907,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.000000000,0.919456303,0.996079981,0.029100001,0.000000000,0.080543689,0.000680000,66.332160950,"false",global_robust,8,1,1.502060771,164.794662476,1.873726487,160.249404907,252,112,1,4,0.050000001,0.016393442,0.000000000
6,0.476049244,-0.003869873,0.000000000,0.000000000,0.000000000,0,1.000000000,7,0.361852556,1.147891283,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,65,"ConstraintPropagation:7|Cost:3|Performance:4|Refactor:24|Reliability:13|Structural:14",1.573974609,6,7,139.628051758,160.681869507,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.000000000,0.920172393,0.996079981,0.029999999,0.000000000,0.079827607,0.001200000,66.332160950,"false",global_robust,7,1,0.996710360,139.628051758,0.818003356,160.681869507,189,84,1,4,0.050000001,0.016393442,0.000000000
7,0.472272307,-0.003776942,0.000000000,0.000000000,0.000000000,0,1.000000000,9,1.834939837,1.359001517,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,66,"ConstraintPropagation:7|Cost:3|Performance:4|Refactor:26|Reliability:13|Structural:13",1.555388451,6,9,238.464996338,275.912597656,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.899971426,0.000000000,0.922343850,0.995999992,0.037221428,0.000000000,0.077656165,0.001120000,66.332160950,"false",global_robust,9,1,0.921173811,238.464996338,0.791226745,275.912597656,324,144,1,4,0.050000001,0.016393442,0.000000000
8,0.468495369,-0.003776942,0.000000000,0.000000000,0.000000000,0,1.000000000,10,0.934726059,1.187684536,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,66,"ConstraintPropagation:7|Cost:3|Performance:4|Refactor:26|Reliability:13|Structural:13",1.555388451,6,10,29.476219177,74.816253662,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.911135733,0.000000000,0.925844908,0.995480001,0.034814287,0.000000000,0.074155100,0.001280000,66.332160950,"false",global_robust,10,1,0.226201281,29.476219177,0.402891904,74.816253662,405,180,1,4,0.050000001,0.016393442,0.000000000
9,0.464776576,-0.003718801,0.000000000,0.000000000,0.000000000,0,1.000000000,14,1.961767435,1.252032161,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,65,"ConstraintPropagation:6|Cost:3|Performance:4|Refactor:26|Reliability:13|Structural:13",1.543760180,6,14,68.464820862,173.589614868,0.999999940,0.000000000,0.000000000,0.000000000,0.000000000,0.911135733,0.000000000,0.927847266,0.995480001,0.044364285,0.000000000,0.072152726,0.001280000,66.332160950,"false",global_robust,14,1,0.222298235,68.464820862,0.480039537,173.589614868,819,364,1,4,0.050000001,0.016393442,0.000000000
10,0.460894883,-0.003881677,0.000000000,0.000000000,0.000000000,0,1.000000000,5,10.786464691,1.225860238,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,71,"ConstraintPropagation:7|Cost:4|Performance:4|Refactor:26|Reliability:14|Structural:16",1.576335430,6,5,329.306335449,352.246429443,0.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.932114303,0.000000000,0.943961263,0.995320022,0.030208442,0.000000000,0.056038760,0.001440000,66.332160950,"false",global_robust,5,1,1.302208185,329.306335449,1.213943601,352.246429443,90,40,1,4,0.050000001,0.016393442,0.000000000
11,0.457162082,-0.003732817,0.000000000,0.000000000,0.000000000,0,1.000000000,15,5.837125301,1.022347569,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,58,"ConstraintPropagation:5|Cost:3|Performance:3|Refactor:22|Reliability:13|Structural:12",1.546563387,6,15,28.173744202,109.116439819,0.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.932114303,0.000000000,0.943961263,0.995320022,0.030208442,0.000000000,0.056038760,0.001440000,66.332160950,"false",global_robust,15,1,0.078963146,28.173744202,0.305822939,109.116439819,945,420,1,4,0.050000001,0.016393442,0.000000000
12,0.453280389,-0.003881677,0.000000000,0.000000000,0.000000000,0,1.000000000,10,4.664869785,1.416159034,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,71,"ConstraintPropagation:7|Cost:4|Performance:4|Refactor:26|Reliability:14|Structural:16",1.576335430,6,10,159.390441895,279.443908691,0.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.932114303,0.000000000,0.943961263,0.995320022,0.030208442,0.000000000,0.056038760,0.001440000,66.332160950,"false",global_robust,10,1,0.665907562,159.390441895,1.147966862,279.443908691,405,180,1,4,0.050000001,0.016393442,0.000000000
13,0.449406356,-0.003874048,0.000000000,0.000000000,0.000000000,0,1.000000000,14,2.437356472,1.468045950,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,72,"ConstraintPropagation:7|Cost:4|Performance:4|Refactor:26|Reliability:14|Structural:17",1.574809670,6,14,48.144603729,95.883399963,0.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.932114303,0.000000000,0.943961263,0.995320022,0.030208442,0.000000000,0.056038760,0.001440000,66.332160950,"false",global_robust,14,1,0.262971193,48.144603729,0.522672057,95.883399963,819,364,1,4,0.050000001,0.016393442,0.000000000
14,0.445582420,-0.003823930,0.000000000,0.000000000,0.000000000,0,1.000000000,14,1.185231805,1.346350431,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,70,"ConstraintPropagation:6|Cost:4|Performance:4|Refactor:26|Reliability:14|Structural:16",1.564786077,6,14,44.298439026,78.211753845,0.999999940,0.000000000,0.000000000,0.000000000,0.000000000,0.932114303,0.000000000,0.943961263,0.995320022,0.030208442,0.000000000,0.056038760,0.001440000,66.332160950,"false",global_robust,14,1,0.389397919,44.298439026,0.475082070,78.211753845,819,364,1,4,0.050000001,0.016393442,0.000000000
15,0.441758484,-0.003823930,0.000000000,0.000000000,0.000000000,0,1.000000000,14,1.252573252,1.316901922,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,70,"ConstraintPropagation:6|Cost:4|Performance:4|Refactor:26|Reliability:14|Structural:16",1.564786077,6,14,40.136722565,108.517089844,0.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.932114303,0.000000000,0.943961263,0.995320022,0.030208442,0.000000000,0.056038760,0.001440000,66.332160950,"false",global_robust,14,1,0.185729399,40.136722565,0.520638883,108.517089844,819,364,1,4,0.050000001,0.016393442,0.000000000
16,0.437934548,-0.003823930,0.000000000,0.000000000,0.000000000,0,1.000000000,16,1.161906719,1.329309940,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,70,"ConstraintPropagation:6|Cost:4|Performance:4|Refactor:26|Reliability:14|Structural:16",1.564786077,6,16,35.503677368,76.496124268,0.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.932114303,0.000000000,0.943961263,0.995320022,0.030208442,0.000000000,0.056038760,0.001440000,66.332160950,"false",global_robust,16,1,0.167844117,35.503677368,0.363293022,76.496124268,1080,480,1,4,0.050000001,0.016393442,0.000000000
17,0.434181154,-0.003753411,0.000000000,0.000000000,0.000000000,0,1.000000000,11,1.026303172,1.438253045,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,69,"ConstraintPropagation:5|Cost:4|Performance:4|Refactor:26|Reliability:14|Structural:16",1.550682187,6,11,20.631958008,68.428459167,0.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.932114303,0.000000000,0.943961263,0.995320022,0.030208442,0.000000000,0.056038760,0.001440000,66.332160950,"false",global_robust,11,1,0.134833217,20.631958008,0.447191209,68.428459167,495,220,1,4,0.050000001,0.016393442,0.000000000
