depth,lambda,delta_lambda,tau_prime,conf_chm,density,k,h_profile,pareto_size,diversity,resonance_avg,pressure,epsilon_effect,target_local_weight,target_global_weight,local_global_distance,field_min_distance,field_rejected_count,mu,dhm_k,dhm_norm,dhm_resonance_mean,dhm_score_ratio,dhm_build_us,expanded_categories_count,selected_rules_count,per_category_selected,entropy_per_depth,unique_category_count_per_depth,pareto_front_size_per_depth,mean_nn_dist,pareto_spacing,pareto_hv_2d,field_extract_us,field_score_us,field_aggregate_us,field_total_us,norm_median_0,norm_median_1,norm_median_2,norm_median_3,norm_mad_0,norm_mad_1,norm_mad_2,norm_mad_3,median_nn_dist_all_depth,collapse_flag,normalization_mode,unique_norm_vec_count,norm_dim_mad_zero_count,mean_nn_dist_raw,mean_nn_dist_norm,pareto_spacing_raw,pareto_spacing_norm,distance_calls,nn_distance_calls,weak_dim_count,effective_dim_count
1,0.495717257,-0.004282756,0.000000000,0.000000000,0.000000000,0,1.000000000,3,1.548692107,2.625177622,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,15,"ConstraintPropagation:2|Cost:1|Performance:1|Refactor:4|Reliability:3|Structural:4",1.656551123,6,3,539.387451172,934.246459961,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.043268725,0.500000000,0.996079981,0.000000000,0.006603669,0.000000000,0.000000000,36.671508789,false,"global_robust",3,3,3.194700956,539.387451172,5.533384323,934.246459961,27,12,2,3
2,0.491517872,-0.004199362,0.000000000,0.000000000,0.000000000,0,1.000000000,9,2.457003832,2.550243855,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,47,"ConstraintPropagation:6|Cost:3|Performance:3|Refactor:14|Reliability:9|Structural:12",1.639872432,6,9,110.475997925,293.116577148,0.788328588,0.000000000,0.000000000,0.000000000,0.000000000,0.862749994,0.047026053,0.555997312,0.996079981,0.014550000,0.010650376,0.284146607,0.000600000,36.671508789,false,"global_robust",9,0,0.829940498,110.475997925,1.021186829,293.116577148,324,144,0,4
3,0.487497658,-0.004020210,0.000000000,0.000000000,0.000000000,0,1.000000000,13,2.191952229,0.853212476,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,143,"ConstraintPropagation:14|Cost:9|Performance:9|Refactor:48|Reliability:27|Structural:36",1.604042053,6,13,109.886550903,241.919830322,0.814392328,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.038451873,0.756194234,0.996079981,0.014550000,0.038451873,0.243805751,0.000680000,36.671508789,false,"global_robust",13,0,0.580478787,109.886550903,0.675260067,241.919830322,702,312,0,4
4,0.483717024,-0.003780637,0.000000000,0.000000000,0.000000000,0,1.000000000,20,1.361238480,1.443623424,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,185,"ConstraintPropagation:14|Cost:9|Performance:12|Refactor:66|Reliability:36|Structural:48",1.556127429,6,20,65.221038818,174.631134033,0.888403475,0.000000000,0.000000000,0.000000000,0.000000000,0.862749994,0.000000000,0.853364050,0.996420026,0.014550000,0.000000000,0.146635965,0.000940000,36.671508789,false,"global_robust",20,1,0.288326979,65.221038818,0.464823544,174.631134033,1710,760,1,4
5,0.479993105,-0.003723918,0.000000000,0.000000000,0.000000000,0,1.000000000,13,1.167631984,1.853045106,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,185,"ConstraintPropagation:15|Cost:8|Performance:12|Refactor:70|Reliability:36|Structural:44",1.544783592,6,13,57.490024567,207.283218384,0.999999940,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.000000000,0.895668387,0.996680021,0.029100001,0.000000000,0.104331583,0.000760000,36.671508789,false,"global_robust",13,1,0.086027347,57.490024567,0.310175985,207.283218384,702,312,1,4
6,0.476264775,-0.003728332,0.000000000,0.000000000,0.000000000,0,1.000000000,11,1.429762840,1.815580368,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,150,"ConstraintPropagation:15|Cost:6|Performance:10|Refactor:60|Reliability:30|Structural:29",1.545666337,6,11,83.944206238,278.411437988,0.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.889707148,0.000000000,0.917313457,0.996159971,0.026957143,0.000000000,0.082686529,0.000680000,36.671508789,false,"global_robust",11,1,0.134136528,83.944206238,0.444880515,278.411437988,495,220,1,4
7,0.472432911,-0.003831883,0.000000000,0.000000000,0.000000000,0,1.000000000,8,0.061621182,1.740559936,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,136,"ConstraintPropagation:14|Cost:7|Performance:7|Refactor:50|Reliability:29|Structural:29",1.566376567,6,8,0.000001000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.929655731,0.996159971,0.029999999,0.000000000,0.070344277,0.001200000,36.671508789,true,"global_robust",8,1,0.000000000,0.000001000,0.000000000,0.000000000,252,112,1,4
8,0.472967178,0.000534264,0.000000000,0.000000000,0.000000000,0,1.000000000,16,0.426622838,1.407465458,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,2,32,"Refactor:16|Reliability:16",0.693147182,2,16,0.000001000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.929655731,0.996159971,0.029999999,0.000000000,0.070344277,0.001200000,36.671508789,true,"global_robust",16,1,0.000000000,0.000001000,0.000000000,0.000000000,1080,480,1,4
9,0.470589936,-0.002377245,0.000000000,0.000000000,0.000000000,0,1.000000000,22,8578.402343750,0.776469886,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,5,88,"ConstraintPropagation:4|Performance:4|Refactor:40|Reliability:28|Structural:12",1.275448918,5,22,0.834571421,3.914482355,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.931885600,0.996159971,0.039021429,0.000000000,0.068114415,0.001280000,36.671508789,false,"global_robust",22,1,0.101878591,0.834571421,0.477852941,3.914482355,2079,924,1,4
10,0.468589306,-0.002000621,0.000000000,0.000000000,0.000000000,0,1.000000000,22,437.566833496,0.505434871,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,5,74,"ConstraintPropagation:3|Performance:3|Refactor:36|Reliability:25|Structural:7",1.200124264,5,22,150.577011108,695.434387207,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.936037123,0.996760011,0.044550002,0.000000000,0.063962862,0.001360000,36.671508789,false,"global_robust",22,1,11.586128235,150.577011108,53.367847443,695.434387207,2079,924,1,4
11,0.466150403,-0.002438903,0.000000000,0.000000000,0.000000000,0,1.000000000,23,295.887969971,0.473735452,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,82,"ConstraintPropagation:4|Cost:1|Performance:4|Refactor:40|Reliability:25|Structural:8",1.287780643,6,23,74.721549988,196.392257690,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.936037123,0.996760011,0.044550002,0.000000000,0.063962862,0.001360000,36.671508789,false,"global_robust",23,1,3.081071377,74.721549988,9.458030701,196.392257690,2277,1012,1,4
