depth,lambda,delta_lambda,tau_prime,conf_chm,density,k,h_profile,pareto_size,diversity,resonance_avg,pressure,epsilon_effect,target_local_weight,target_global_weight,local_global_distance,field_min_distance,field_rejected_count,mu,dhm_k,dhm_norm,dhm_resonance_mean,dhm_score_ratio,dhm_build_us,expanded_categories_count,selected_rules_count,per_category_selected,entropy_per_depth,unique_category_count_per_depth,pareto_front_size_per_depth,mean_nn_dist,pareto_spacing,pareto_hv_2d,field_extract_us,field_score_us,field_aggregate_us,field_total_us,norm_median_0,norm_median_1,norm_median_2,norm_median_3,norm_mad_0,norm_mad_1,norm_mad_2,norm_mad_3,median_nn_dist_all_depth,collapse_flag,normalization_mode,unique_norm_vec_count,norm_dim_mad_zero_count,mean_nn_dist_raw,mean_nn_dist_norm,pareto_spacing_raw,pareto_spacing_norm,distance_calls,nn_distance_calls,weak_dim_count,effective_dim_count
1,0.495717257,-0.004282756,0.000000000,0.000000000,0.000000000,0,1.000000000,3,1.548692107,2.625177622,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,15,"ConstraintPropagation:2|Cost:1|Performance:1|Refactor:4|Reliability:3|Structural:4",1.656551123,6,3,675.088012695,1169.286743164,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.043268725,0.500000000,0.996079981,0.000000000,0.006603669,0.000000000,0.000000000,34.519245148,false,"global_robust",3,3,3.194700956,675.088012695,5.533384323,1169.286743164,27,12,2,3
2,0.491517872,-0.004199362,0.000000000,0.000000000,0.000000000,0,1.000000000,9,2.457003832,2.550243855,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,47,"ConstraintPropagation:6|Cost:3|Performance:3|Refactor:14|Reliability:9|Structural:12",1.639872432,6,9,110.475997925,293.116577148,0.788328588,0.000000000,0.000000000,0.000000000,0.000000000,0.862749994,0.047026053,0.555997312,0.996079981,0.014550000,0.010650376,0.284146607,0.000600000,34.519245148,false,"global_robust",9,0,0.829940498,110.475997925,1.021186829,293.116577148,324,144,0,4
3,0.487497658,-0.004020210,0.000000000,0.000000000,0.000000000,0,1.000000000,13,2.191952229,0.853212476,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,143,"ConstraintPropagation:14|Cost:9|Performance:9|Refactor:48|Reliability:27|Structural:36",1.604042053,6,13,109.886550903,241.919830322,0.814392328,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.038451873,0.756194234,0.996079981,0.014550000,0.038451873,0.243805751,0.000680000,34.519245148,false,"global_robust",13,0,0.580478787,109.886550903,0.675260067,241.919830322,702,312,0,4
4,0.483717024,-0.003780637,0.000000000,0.000000000,0.000000000,0,1.000000000,20,1.361238480,1.443623424,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,185,"ConstraintPropagation:14|Cost:9|Performance:12|Refactor:66|Reliability:36|Structural:48",1.556127429,6,20,61.816066742,164.234466553,0.888403475,0.000000000,0.000000000,0.000000000,0.000000000,0.862749994,0.000000000,0.853364050,0.996420026,0.014550000,0.000000000,0.146635965,0.000940000,34.519245148,false,"global_robust",20,1,0.288326979,61.816066742,0.464823544,164.234466553,1710,760,1,4
5,0.479993105,-0.003723918,0.000000000,0.000000000,0.000000000,0,1.000000000,13,1.167631984,1.853045106,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,185,"ConstraintPropagation:15|Cost:8|Performance:12|Refactor:70|Reliability:36|Structural:44",1.544783592,6,13,54.105381012,195.079727173,0.999999940,0.000000000,0.000000000,0.000000000,0.000000000,0.877300024,0.000000000,0.895668387,0.996680021,0.029100001,0.000000000,0.104331583,0.000760000,34.519245148,false,"global_robust",13,1,0.086027347,54.105381012,0.310175985,195.079727173,702,312,1,4
6,0.476264775,-0.003728332,0.000000000,0.000000000,0.000000000,0,1.000000000,11,1.429762840,1.815580368,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,150,"ConstraintPropagation:15|Cost:6|Performance:10|Refactor:60|Reliability:30|Structural:29",1.545666337,6,11,79.001914978,262.019714355,0.500000000,0.000000000,0.000000000,0.000000000,0.000000000,0.889707148,0.000000000,0.917313457,0.996159971,0.026957143,0.000000000,0.082686529,0.000680000,34.519245148,false,"global_robust",11,1,0.134136528,79.001914978,0.444880515,262.019714355,495,220,1,4
7,0.472432911,-0.003831883,0.000000000,0.000000000,0.000000000,0,1.000000000,8,0.061621182,1.740559936,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,136,"ConstraintPropagation:14|Cost:7|Performance:7|Refactor:50|Reliability:29|Structural:29",1.566376567,6,8,0.000001000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.929655731,0.996159971,0.029999999,0.000000000,0.070344277,0.001200000,34.519245148,true,"global_robust",8,1,0.000000000,0.000001000,0.000000000,0.000000000,252,112,1,4
8,0.472967178,0.000534264,0.000000000,0.000000000,0.000000000,0,1.000000000,16,0.426622838,1.407465458,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,2,32,"Refactor:16|Reliability:16",0.693147182,2,16,0.000001000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.929655731,0.996159971,0.029999999,0.000000000,0.070344277,0.001200000,34.519245148,true,"global_robust",16,1,0.000000000,0.000001000,0.000000000,0.000000000,1080,480,1,4
9,0.470589936,-0.002377245,0.000000000,0.000000000,0.000000000,0,1.000000000,22,8578.402343750,0.776469886,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,5,88,"ConstraintPropagation:4|Performance:4|Refactor:40|Reliability:28|Structural:12",1.275448918,5,22,0.799962342,3.752151251,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.931885600,0.996159971,0.039021429,0.000000000,0.068114415,0.001280000,34.519245148,false,"global_robust",22,1,0.101878591,0.799962342,0.477852941,3.752151251,2079,924,1,4
10,0.468589306,-0.002000621,0.000000000,0.000000000,0.000000000,0,1.000000000,22,437.566833496,0.505434871,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,5,74,"ConstraintPropagation:3|Performance:3|Refactor:36|Reliability:25|Structural:7",1.200124264,5,22,141.904663086,654.458984375,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.936037123,0.996760011,0.044550002,0.000000000,0.063962862,0.001360000,34.519245148,false,"global_robust",22,1,11.586128235,141.904663086,53.367847443,654.458984375,2079,924,1,4
11,0.466150403,-0.002438903,0.000000000,0.000000000,0.000000000,0,1.000000000,23,295.887969971,0.473735452,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,82,"ConstraintPropagation:4|Cost:1|Performance:4|Refactor:40|Reliability:25|Structural:8",1.287780643,6,23,70.455375671,184.784103394,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.936037123,0.996760011,0.044550002,0.000000000,0.063962862,0.001360000,34.519245148,false,"global_robust",23,1,3.081071377,70.455375671,9.458030701,184.784103394,2277,1012,1,4
12,0.462923884,-0.003226511,0.000000000,0.000000000,0.000000000,0,1.000000000,17,0.123832554,0.816013932,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,112,"ConstraintPropagation:8|Cost:4|Performance:7|Refactor:52|Reliability:26|Structural:15",1.445302248,6,17,20.495872498,69.665664673,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.936037123,0.996760011,0.044550002,0.000000000,0.063962862,0.001360000,34.519245148,false,"global_robust",17,1,0.431200415,20.495872498,1.127165437,69.665664673,1224,544,1,4
13,0.460493296,-0.002430580,0.000000000,0.000000000,0.000000000,0,1.000000000,22,5.094588757,0.514339983,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,85,"ConstraintPropagation:5|Cost:2|Performance:5|Refactor:44|Reliability:24|Structural:5",1.286116004,6,22,61.459880829,154.352920532,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.936037123,0.996760011,0.044550002,0.000000000,0.063962862,0.001360000,34.519245148,false,"global_robust",22,1,1.337161660,61.459880829,4.902749062,154.352920532,2079,924,1,4
14,0.457698762,-0.002794552,0.000000000,0.000000000,0.000000000,0,1.000000000,20,0.252775609,0.631536067,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,96,"ConstraintPropagation:6|Cost:3|Performance:6|Refactor:48|Reliability:25|Structural:8",1.358910441,6,20,40.558204651,120.676879883,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.936037123,0.996760011,0.044550002,0.000000000,0.063962862,0.001360000,34.519245148,false,"global_robust",20,1,0.253446788,40.558204651,0.720583320,120.676879883,1710,760,1,4
15,0.455137193,-0.002561559,0.000000000,0.000000000,0.000000000,0,1.000000000,22,0.150912017,0.442874402,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,86,"ConstraintPropagation:5|Cost:3|Performance:5|Refactor:44|Reliability:24|Structural:5",1.312311888,6,22,34.667514801,108.240753174,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.936037123,0.996760011,0.044550002,0.000000000,0.063962862,0.001360000,34.519245148,false,"global_robust",22,1,0.283508807,34.667514801,0.797558665,108.240753174,2079,924,1,4
16,0.452575624,-0.002561559,0.000000000,0.000000000,0.000000000,0,1.000000000,22,0.209795937,0.462462276,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,86,"ConstraintPropagation:5|Cost:3|Performance:5|Refactor:44|Reliability:24|Structural:5",1.312311888,6,22,35.491939545,108.337341309,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.936037123,0.996760011,0.044550002,0.000000000,0.063962862,0.001360000,34.519245148,false,"global_robust",22,1,0.437530309,35.491939545,1.298843265,108.337341309,2079,924,1,4
17,0.450014085,-0.002561559,0.000000000,0.000000000,0.000000000,0,1.000000000,22,0.393899113,0.443820000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,86,"ConstraintPropagation:5|Cost:3|Performance:5|Refactor:44|Reliability:24|Structural:5",1.312311888,6,22,37.324192047,109.154342651,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.936037123,0.996760011,0.044550002,0.000000000,0.063962862,0.001360000,34.519245148,false,"global_robust",22,1,0.581903458,37.324192047,1.738347650,109.154342651,2079,924,1,4
18,0.447452515,-0.002561559,0.000000000,0.000000000,0.000000000,0,1.000000000,22,0.130382940,0.440060407,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,86,"ConstraintPropagation:5|Cost:3|Performance:5|Refactor:44|Reliability:24|Structural:5",1.312311888,6,22,34.235221863,108.262962341,0.999999940,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.936037123,0.996760011,0.044550002,0.000000000,0.063962862,0.001360000,34.519245148,false,"global_robust",22,1,0.204125285,34.235221863,0.546535015,108.262962341,2079,924,1,4
19,0.444890946,-0.002561559,0.000000000,0.000000000,0.000000000,0,1.000000000,22,0.136215225,0.459624231,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,86,"ConstraintPropagation:5|Cost:3|Performance:5|Refactor:44|Reliability:24|Structural:5",1.312311888,6,22,34.235359192,108.262939453,0.999999940,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.936037123,0.996760011,0.044550002,0.000000000,0.063962862,0.001360000,34.519245148,false,"global_robust",22,1,0.204142034,34.235359192,0.546593308,108.262939453,2079,924,1,4
20,0.442329407,-0.002561559,0.000000000,0.000000000,0.000000000,0,1.000000000,23,0.148697078,0.473811775,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,86,"ConstraintPropagation:5|Cost:3|Performance:5|Refactor:44|Reliability:24|Structural:5",1.312311888,6,23,33.125038147,105.998229980,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.936037123,0.996760011,0.044550002,0.000000000,0.063962862,0.001360000,34.519245148,false,"global_robust",23,1,0.264613032,33.125038147,0.759893417,105.998229980,2277,1012,1,4
21,0.439767838,-0.002561559,0.000000000,0.000000000,0.000000000,0,1.000000000,23,0.198563352,0.455899298,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,86,"ConstraintPropagation:5|Cost:3|Performance:5|Refactor:44|Reliability:24|Structural:5",1.312311888,6,23,33.949058533,106.104911804,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.936037123,0.996760011,0.044550002,0.000000000,0.063962862,0.001360000,34.519245148,false,"global_robust",23,1,0.418532610,33.949058533,1.272380352,106.104911804,2277,1012,1,4
22,0.437206268,-0.002561559,0.000000000,0.000000000,0.000000000,0,1.000000000,22,0.207024306,0.436570019,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,86,"ConstraintPropagation:5|Cost:3|Performance:5|Refactor:44|Reliability:24|Structural:5",1.312311888,6,22,35.492252350,108.337356567,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.936037123,0.996760011,0.044550002,0.000000000,0.063962862,0.001360000,34.519245148,false,"global_robust",22,1,0.437562495,35.492252350,1.298997164,108.337356567,2079,924,1,4
23,0.434644729,-0.002561559,0.000000000,0.000000000,0.000000000,0,1.000000000,22,2.967596531,0.456112564,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,86,"ConstraintPropagation:5|Cost:3|Performance:5|Refactor:44|Reliability:24|Structural:5",1.312311888,6,22,48.110126495,125.716720581,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.936037123,0.996760011,0.044550002,0.000000000,0.063962862,0.001360000,34.519245148,false,"global_robust",22,1,1.152403712,48.110126495,3.578540564,125.716720581,2079,924,1,4
24,0.432083160,-0.002561559,0.000000000,0.000000000,0.000000000,0,1.000000000,22,2.478535652,0.455281287,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0.000000000,1.000000000,0.000000000,6,86,"ConstraintPropagation:5|Cost:3|Performance:5|Refactor:44|Reliability:24|Structural:5",1.312311888,6,22,46.596714020,122.530029297,1.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.907299995,0.000000000,0.936037123,0.996760011,0.044550002,0.000000000,0.063962862,0.001360000,34.519245148,false,"global_robust",22,1,1.066878915,46.596714020,3.302229404,122.530029297,2079,924,1,4
